dataset,query_id,family,parameter,w1,w2,w3,w4,w5,c1,c2,c3,c4,c5
NY,0007,stability_share,0.9,0.025,0.0375,0.525,0.375,0.0375,816500,1310148,1317,2792,454
NY,0007,stability_share,1.0,0.0,0.0,0.5833333333333334,0.4166666666666667,0.0,816500,1310148,1317,2792,454
NY,0008,time_share,0.0,0.25,0.0,0.25,0.25,0.25,630197,919428,1181,2090,350
NY,0008,time_share,0.1,0.225,0.1,0.225,0.225,0.225,630197,919428,1181,2090,350
NY,0008,time_share,0.2,0.2,0.2,0.2,0.2,0.2,630197,919428,1181,2090,350
NY,0008,time_share,0.3,0.175,0.3,0.175,0.175,0.175,598984,832717,1237,2272,378
NY,0008,time_share,0.4,0.15,0.4,0.15,0.15,0.15,598984,832717,1237,2272,378
NY,0008,time_share,0.5,0.125,0.5,0.125,0.125,0.125,598984,832717,1237,2272,378
NY,0008,time_share,0.6,0.1,0.6,0.1,0.1,0.1,598984,832717,1237,2272,378
NY,0008,time_share,0.7,0.075,0.7,0.075,0.075,0.075,570309,796764,1321,2584,429
NY,0008,time_share,0.8,0.05,0.8,0.05,0.05,0.05,570309,796764,1321,2584,429
NY,0008,time_share,0.9,0.025,0.9,0.025,0.025,0.025,571684,793658,1337,2616,432
NY,0008,time_share,1.0,0.0,1.0,0.0,0.0,0.0,571668,793642,1351,2616,432
NY,0008,stability_share,0.0,0.25,0.375,0.0,0.0,0.375,598984,832717,1237,2272,378
NY,0008,stability_share,0.1,0.225,0.3375,0.058333333333333334,0.041666666666666664,0.3375,598984,832717,1237,2272,378
NY,0008,stability_share,0.2,0.2,0.3,0.11666666666666667,0.08333333333333333,0.3,598984,832717,1237,2272,378
NY,0008,stability_share,0.3,0.175,0.2625,0.175,0.125,0.2625,630197,919428,1181,2090,350
NY,0008,stability_share,0.4,0.15,0.225,0.23333333333333334,0.16666666666666666,0.225,630197,919428,1181,2090,350
NY,0008,stability_share,0.5,0.125,0.1875,0.2916666666666667,0.20833333333333334,0.1875,630197,919428,1181,2090,350
NY,0008,stability_share,0.6,0.1,0.15,0.35,0.25,0.15,630197,919428,1181,2090,350
NY,0008,stability_share,0.7,0.075,0.1125,0.4083333333333333,0.2916666666666667,0.1125,630197,919428,1181,2090,350
NY,0008,stability_share,0.8,0.05,0.075,0.4666666666666667,0.3333333333333333,0.075,687714,1457170,861,3524,531
NY,0008,stability_share,0.9,0.025,0.0375,0.525,0.375,0.0375,687714,1457170,861,3524,531
NY,0008,stability_share,1.0,0.0,0.0,0.5833333333333334,0.4166666666666667,0.0,687714,1457170,861,3524,531
NY,0009,time_share,0.0,0.25,0.0,0.25,0.25,0.25,911312,1336146,2232,1721,317
NY,0009,time_share,0.1,0.225,0.1,0.225,0.225,0.225,911312,1336146,2232,1721,317
NY,0009,time_share,0.2,0.2,0.2,0.2,0.2,0.2,911312,1336146,2232,1721,317
NY,0009,time_share,0.3,0.175,0.3,0.175,0.175,0.175,911312,1336146,2232,1721,317
NY,0009,time_share,0.4,0.15,0.4,0.15,0.15,0.15,911312,1336146,2232,1721,317
NY,0009,time_share,0.5,0.125,0.5,0.125,0.125,0.125,911312,1336146,2232,1721,317
NY,0009,time_share,0.6,0.1,0.6,0.1,0.1,0.1,926434,1284086,2298,1825,335
NY,0009,time_share,0.7,0.075,0.7,0.075,0.075,0.075,926434,1284086,2298,1825,335
NY,0009,time_share,0.8,0.05,0.8,0.05,0.05,0.05,928535,1278659,2326,1847,339
NY,0009,time_share,0.9,0.025,0.9,0.025,0.025,0.025,928535,1278659,2326,1847,339
NY,0009,time_share,1.0,0.0,1.0,0.0,0.0,0.0,928535,1278659,2326,1847,339
NY,0009,stability_share,0.0,0.25,0.375,0.0,0.0,0.375,911312,1336146,2232,1721,317
NY,0009,stability_share,0.1,0.225,0.3375,0.058333333333333334,0.041666666666666664,0.3375,911312,1336146,2232,1721,317
NY,0009,stability_share,0.2,0.2,0.3,0.11666666666666667,0.08333333333333333,0.3,911312,1336146,2232,1721,317
NY,0009,stability_share,0.3,0.175,0.2625,0.175,0.125,0.2625,911312,1336146,2232,1721,317
NY,0009,stability_share,0.4,0.15,0.225,0.23333333333333334,0.16666666666666666,0.225,911312,1336146,2232,1721,317
NY,0009,stability_share,0.5,0.125,0.1875,0.2916666666666667,0.20833333333333334,0.1875,911312,1336146,2232,1721,317
NY,0009,stability_share,0.6,0.1,0.15,0.35,0.25,0.15,911312,1336146,2232,1721,317
NY,0009,stability_share,0.7,0.075,0.1125,0.4083333333333333,0.2916666666666667,0.1125,911312,1336146,2232,1721,317
NY,0009,stability_share,0.8,0.05,0.075,0.4666666666666667,0.3333333333333333,0.075,911312,1336146,2232,1721,317
NY,0009,stability_share,0.9,0.025,0.0375,0.525,0.375,0.0375,911312,1336146,2232,1721,317
NY,0009,stability_share,1.0,0.0,0.0,0.5833333333333334,0.4166666666666667,0.0,914746,1872957,1890,2607,464
NY,0010,time_share,0.0,0.25,0.0,0.25,0.25,0.25,77049,120278,110,292,49
NY,0010,time_share,0.1,0.225,0.1,0.225,0.225,0.225,77049,120278,110,292,49
NY,0010,time_share,0.2,0.2,0.2,0.2,0.2,0.2,77049,120278,110,292,49
NY,0010,time_share,0.3,0.175,0.3,0.175,0.175,0.175,77049,120278,110,292,49
NY,0010,time_share,0.4,0.15,0.4,0.15,0.15,0.15,75922,110019,116,322,54
NY,0010,time_share,0.5,0.125,0.5,0.125,0.125,0.125,75922,110019,116,322,54
NY,0010,time_share,0.6,0.1,0.6,0.1,0.1,0.1,75922,110019,116,322,54
NY,0010,time_share,0.7,0.075,0.7,0.075,0.075,0.075,75922,110019,116,322,54
NY,0010,time_share,0.8,0.05,0.8,0.05,0.05,0.05,75731,107711,124,350,58
NY,0010,time_share,0.9,0.025,0.9,0.025,0.025,0.025,80223,104478,150,390,64
NY,0010,time_share,1.0,0.0,1.0,0.0,0.0,0.0,83727,104444,156,400,65
NY,0010,stability_share,0.0,0.25,0.375,0.0,0.0,0.375,75922,110019,116,322,54
NY,0010,stability_share,0.1,0.225,0.3375,0.058333333333333334,0.041666666666666664,0.3375,75922,110019,116,322,54
NY,0010,stability_share,0.2,0.2,0.3,0.11666666666666667,0.08333333333333333,0.3,77049,120278,110,292,49
NY,0010,stability_share,0.3,0.175,0.2625,0.175,0.125,0.2625,77049,120278,110,292,49
NY,0010,stability_share,0.4,0.15,0.225,0.23333333333333334,0.16666666666666666,0.225,77049,120278,110,292,49
NY,0010,stability_share,0.5,0.125,0.1875,0.2916666666666667,0.20833333333333334,0.1875,77049,120278,110,292,49
NY,0010,stability_share,0.6,0.1,0.15,0.35,0.25,0.15,77049,120278,110,292,49
NY,0010,stability_share,0.7,0.075,0.1125,0.4083333333333333,0.2916666666666667,0.1125,77049,120278,110,292,49
NY,0010,stability_share,0.8,0.05,0.075,0.4666666666666667,0.3333333333333333,0.075,77049,120278,110,292,49
NY,0010,stability_share,0.9,0.025,0.0375,0.525,0.375,0.0375,77049,120278,110,292,49
NY,0010,stability_share,1.0,0.0,0.0,0.5833333333333334,0.4166666666666667,0.0,77049,120278,110,292,49
NY,0011,time_share,0.0,0.25,0.0,0.25,0.25,0.25,418387,785196,775,1234,209
NY,0011,time_share,0.1,0.225,0.1,0.225,0.225,0.225,414897,738681,735,1298,218
NY,0011,time_share,0.2,0.2,0.2,0.2,0.2,0.2,414897,738681,735,1298,218
NY,0011,time_share,0.3,0.175,0.3,0.175,0.175,0.175,414897,738681,735,1298,218
NY,0011,time_share,0.4,0.15,0.4,0.15,0.15,0.15,378214,553522,813,1736,277
NY,0011,time_share,0.5,0.125,0.5,0.125,0.125,0.125,378214,553522,813,1736,277
NY,0011,time_share,0.6,0.1,0.6,0.1,0.1,0.1,378214,553522,813,1736,277
NY,0011,time_share,0.7,0.075,0.7,0.075,0.075,0.075,388561,537069,833,1804,285
NY,0011,time_share,0.8,0.05,0.8,0.05,0.05,0.05,389476,534805,833,1832,287
NY,0011,time_share,0.9,0.025,0.9,0.025,0.025,0.025,396120,529350,883,1826,297
NY,0011,time_share,1.0,0.0,1.0,0.0,0.0,0.0,396120,529350,883,1826,297
NY,0011,stability_share,0.0,0.25,0.375,0.0,0.0,0.375,403122,605890,863,1446,244
NY,0011,stability_share,0.1,0.225,0.3375,0.058333333333333334,0.041666666666666664,0.3375,403122,605890,863,1446,244
NY,0011,stability_share,0.2,0.2,0.3,0.11666666666666667,0.08333333333333333,0.3,403122,605890,863,1446,244
NY,0011,stability_share,0.3,0.175,0.2625,0.175,0.125,0.2625,414897,738681,735,1298,218
NY,0011,stability_share,0.4,0.15,0.225,0.23333333333333334,0.16666666666666666,0.225,414897,738681,735,1298,218
NY,0011,stability_share,0.5,0.125,0.1875,0.2916666666666667,0.20833333333333334,0.1875,414897,738681,735,1298,218
NY,0011,stability_share,0.6,0.1,0.15,0.35,0.25,0.15,414897,738681,735,1298,218
NY,0011,stability_share,0.7,0.075,0.1125,0.4083333333333333,0.2916666666666667,0.1125,414897,738681,735,1298,218
NY,0011,stability_share,0.8,0.05,0.075,0.4666666666666667,0.3333333333333333,0.075,414897,738681,735,1298,218
NY,0011,stability_share,0.9,0.025,0.0375,0.525,0.375,0.0375,414897,738681,735,1298,218
NY,0011,stability_share,1.0,0.0,0.0,0.5833333333333334,0.4166666666666667,0.0,427374,804893,761,1232,208
NY,0012,time_share,0.0,0.25,0.0,0.25,0.25,0.25,502875,743505,944,1786,306
NY,0012,time_share,0.1,0.225,0.1,0.225,0.225,0.225,502875,743505,944,1786,306
NY,0012,time_share,0.2,0.2,0.2,0.2,0.2,0.2,502875,743505,944,1786,306
NY,0012,time_share,0.3,0.175,0.3,0.175,0.175,0.175,502875,743505,944,1786,306
NY,0012,time_share,0.4,0.15,0.4,0.15,0.15,0.15,502875,743505,944,1786,306
NY,0012,time_share,0.5,0.125,0.5,0.125,0.125,0.125,502875,743505,944,1786,306
NY,0012,time_share,0.6,0.1,0.6,0.1,0.1,0.1,493867,722890,1010,1840,316
NY,0012,time_share,0.7,0.075,0.7,0.075,0.075,0.075,493867,722890,1010,1840,316
NY,0012,time_share,0.8,0.05,0.8,0.05,0.05,0.05,540920,664562,1008,2088,369
NY,0012,time_share,0.9,0.025,0.9,0.025,0.025,0.025,540920,664562,1008,2088,369
NY,0012,time_share,1.0,0.0,1.0,0.0,0.0,0.0,540883,664469,1030,2140,377
NY,0012,stability_share,0.0,0.25,0.375,0.0,0.0,0.375,493867,722890,1010,1840,316
NY,0012,stability_share,0.1,0.225,0.3375,0.058333333333333334,0.041666666666666664,0.3375,502875,743505,944,1786,306
NY,0012,stability_share,0.2,0.2,0.3,0.11666666666666667,0.08333333333333333,0.3,502875,743505,944,1786,306
NY,0012,stability_share,0.3,0.175,0.2625,0.175,0.125,0.2625,502875,743505,944,1786,306
NY,0012,stability_share,0.4,0.15,0.225,0.23333333333333334,0.16666666666666666,0.225,502875,743505,944,1786,306
NY,0012,stability_share,0.5,0.125,0.1875,0.2916666666666667,0.20833333333333334,0.1875,502875,743505,944,1786,306
NY,0012,stability_share,0.6,0.1,0.15,0.35,0.25,0.15,502875,743505,944,1786,306
NY,0012,stability_share,0.7,0.075,0.1125,0.4083333333333333,0.2916666666666667,0.1125,578426,975197,986,1526,272
NY,0012,stability_share,0.8,0.05,0.075,0.4666666666666667,0.3333333333333333,0.075,620043,1178195,892,1574,270
NY,0012,stability_share,0.9,0.025,0.0375,0.525,0.375,0.0375,620043,1178195,892,1574,270
NY,0012,stability_share,1.0,0.0,0.0,0.5833333333333334,0.4166666666666667,0.0,620043,1178195,892,1574,270
NY,0013,time_share,0.0,0.25,0.0,0.25,0.25,0.25,598545,961223,1371,2481,413
NY,0013,time_share,0.1,0.225,0.1,0.225,0.225,0.225,598545,961223,1371,2481,413
NY,0013,time_share,0.2,0.2,0.2,0.2,0.2,0.2,598545,961223,1371,2481,413
NY,0013,time_share,0.3,0.175,0.3,0.175,0.175,0.175,598545,961223,1371,2481,413
NY,0013,time_share,0.4,0.15,0.4,0.15,0.15,0.15,598545,961223,1371,2481,413
NY,0013,time_share,0.5,0.125,0.5,0.125,0.125,0.125,596354,864165,1469,2679,445
NY,0013,time_share,0.6,0.1,0.6,0.1,0.1,0.1,596354,864165,1469,2679,445
NY,0013,time_share,0.7,0.075,0.7,0.075,0.075,0.075,626700,838349,1525,2735,460
NY,0013,time_share,0.8,0.05,0.8,0.05,0.05,0.05,651459,817651,1581,2873,487
NY,0013,time_share,0.9,0.025,0.9,0.025,0.025,0.025,651459,817651,1581,2873,487
NY,0013,time_share,1.0,0.0,1.0,0.0,0.0,0.0,651459,817651,1581,2873,487
NY,0013,stability_share,0.0,0.25,0.375,0.0,0.0,0.375,598545,961223,1371,2481,413
NY,0013,stability_share,0.1,0.225,0.3375,0.058333333333333334,0.041666666666666664,0.3375,598545,961223,1371,2481,413
NY,0013,stability_share,0.2,0.2,0.3,0.11666666666666667,0.08333333333333333,0.3,598545,961223,1371,2481,413
NY,0013,stability_share,0.3,0.175,0.2625,0.175,0.125,0.2625,598545,961223,1371,2481,413
NY,0013,stability_share,0.4,0.15,0.225,0.23333333333333334,0.16666666666666666,0.225,598545,961223,1371,2481,413
NY,0013,stability_share,0.5,0.125,0.1875,0.2916666666666667,0.20833333333333334,0.1875,598545,961223,1371,2481,413
NY,0013,stability_share,0.6,0.1,0.15,0.35,0.25,0.15,598545,961223,1371,2481,413
NY,0013,stability_share,0.7,0.075,0.1125,0.4083333333333333,0.2916666666666667,0.1125,598545,961223,1371,2481,413
NY,0013,stability_share,0.8,0.05,0.075,0.4666666666666667,0.3333333333333333,0.075,670787,1162948,1115,2923,472
NY,0013,stability_share,0.9,0.025,0.0375,0.525,0.375,0.0375,655156,1257371,1025,3145,492
NY,0013,stability_share,1.0,0.0,0.0,0.5833333333333334,0.4166666666666667,0.0,651357,1324273,915,3419,525
NY,0014,time_share,0.0,0.25,0.0,0.25,0.25,0.25,509829,797817,1262,2150,350
NY,0014,time_share,0.1,0.225,0.1,0.225,0.225,0.225,509829,797817,1262,2150,350
NY,0014,time_share,0.2,0.2,0.2,0.2,0.2,0.2,509829,797817,1262,2150,350
NY,0014,time_share,0.3,0.175,0.3,0.175,0.175,0.175,509829,797817,1262,2150,350
NY,0014,time_share,0.4,0.15,0.4,0.15,0.15,0.15,509829,797817,1262,2150,350
NY,0014,time_share,0.5,0.125,0.5,0.125,0.125,0.125,499281,769663,1268,2260,369
NY,0014,time_share,0.6,0.1,0.6,0.1,0.1,0.1,522641,749977,1274,2250,372
NY,0014,time_share,0.7,0.075,0.7,0.075,0.075,0.075,522641,749977,1274,2250,372
NY,0014,time_share,0.8,0.05,0.8,0.05,0.05,0.05,545611,709977,1380,2376,395
NY,0014,time_share,0.9,0.025,0.9,0.025,0.025,0.025,545195,707559,1404,2392,399
NY,0014,time_share,1.0,0.0,1.0,0.0,0.0,0.0,573614,700947,1480,2412,411
NY,0014,stability_share,0.0,0.25,0.375,0.0,0.0,0.375,497395,768787,1318,2232,365
NY,0014,stability_share,0.1,0.225,0.3375,0.058333333333333334,0.041666666666666664,0.3375,509829,797817,1262,2150,350
NY,0014,stability_share,0.2,0.2,0.3,0.11666666666666667,0.08333333333333333,0.3,509829,797817,1262,2150,350
NY,0014,stability_share,0.3,0.175,0.2625,0.175,0.125,0.2625,509829,797817,1262,2150,350
NY,0014,stability_share,0.4,0.15,0.225,0.23333333333333334,0.16666666666666666,0.225,509829,797817,1262,2150,350
NY,0014,stability_share,0.5,0.125,0.1875,0.2916666666666667,0.20833333333333334,0.1875,509829,797817,1262,2150,350
NY,0014,stability_share,0.6,0.1,0.15,0.35,0.25,0.15,509829,797817,1262,2150,350
NY,0014,stability_share,0.7,0.075,0.1125,0.4083333333333333,0.2916666666666667,0.1125,509829,797817,1262,2150,350
NY,0014,stability_share,0.8,0.05,0.075,0.4666666666666667,0.3333333333333333,0.075,685677,1283933,934,3002,476
NY,0014,stability_share,0.9,0.025,0.0375,0.525,0.375,0.0375,685677,1283933,934,3002,476
NY,0014,stability_share,1.0,0.0,0.0,0.5833333333333334,0.4166666666666667,0.0,685677,1283933,934,3002,476
NY,0015,time_share,0.0,0.25,0.0,0.25,0.25,0.25,759231,907402,1403,2345,398
NY,0015,time_share,0.1,0.225,0.1,0.225,0.225,0.225,672286,863768,1469,2533,427
NY,0015,time_share,0.2,0.2,0.2,0.2,0.2,0.2,672286,863768,1469,2533,427
NY,0015,time_share,0.3,0.175,0.3,0.175,0.175,0.175,672286,863768,1469,2533,427
NY,0015,time_share,0.4,0.15,0.4,0.15,0.15,0.15,672286,863768,1469,2533,427
NY,0015,time_share,0.5,0.125,0.5,0.125,0.125,0.125,700477,825562,1467,2547,426
NY,0015,time_share,0.6,0.1,0.6,0.1,0.1,0.1,699095,822489,1473,2551,427
NY,0015,time_share,0.7,0.075,0.7,0.075,0.075,0.075,699095,822489,1473,2551,427
NY,0015,time_share,0.8,0.05,0.8,0.05,0.05,0.05,699095,822489,1473,2551,427
NY,0015,time_share,0.9,0.025,0.9,0.025,0.025,0.025,719153,806333,1543,2611,448
NY,0015,time_share,1.0,0.0,1.0,0.0,0.0,0.0,719137,806317,1557,2611,448
NY,0015,stability_share,0.0,0.25,0.375,0.0,0.0,0.375,672010,856943,1505,2519,426
NY,0015,stability_share,0.1,0.225,0.3375,0.058333333333333334,0.041666666666666664,0.3375,672026,856959,1491,2519,426
NY,0015,stability_share,0.2,0.2,0.3,0.11666666666666667,0.08333333333333333,0.3,672286,863768,1469,2533,427
NY,0015,stability_share,0.3,0.175,0.2625,0.175,0.125,0.2625,672286,863768,1469,2533,427
NY,0015,stability_share,0.4,0.15,0.225,0.23333333333333334,0.16666666666666666,0.225,759231,907402,1403,2345,398
NY,0015,stability_share,0.5,0.125,0.1875,0.2916666666666667,0.20833333333333334,0.1875,759231,907402,1403,2345,398
NY,0015,stability_share,0.6,0.1,0.15,0.35,0.25,0.15,759231,907402,1403,2345,398
NY,0015,stability_share,0.7,0.075,0.1125,0.4083333333333333,0.2916666666666667,0.1125,851831,1657098,971,4065,622
NY,0015,stability_share,0.8,0.05,0.075,0.4666666666666667,0.3333333333333333,0.075,851831,1657098,971,4065,622
NY,0015,stability_share,0.9,0.025,0.0375,0.525,0.375,0.0375,851831,1657098,971,4065,622
NY,0015,stability_share,1.0,0.0,0.0,0.5833333333333334,0.4166666666666667,0.0,851831,1657098,971,4065,622
NY,0016,time_share,0.0,0.25,0.0,0.25,0.25,0.25,93061,134183,198,431,72
NY,0016,time_share,0.1,0.225,0.1,0.225,0.225,0.225,93061,134183,198,431,72
NY,0016,time_share,0.2,0.2,0.2,0.2,0.2,0.2,91648,116756,204,417,71
NY,0016,time_share,0.3,0.175,0.3,0.175,0.175,0.175,91648,116756,204,417,71
NY,0016,time_share,0.4,0.15,0.4,0.15,0.15,0.15,91648,116756,204,417,71
NY,0016,time_share,0.5,0.125,0.5,0.125,0.125,0.125,90851,113819,204,427,73
NY,0016,time_share,0.6,0.1,0.6,0.1,0.1,0.1,90851,113819,204,427,73
NY,0016,time_share,0.7,0.075,0.7,0.075,0.075,0.075,92714,106093,208,445,77
NY,0016,time_share,0.8,0.05,0.8,0.05,0.05,0.05,92714,106093,208,445,77
NY,0016,time_share,0.9,0.025,0.9,0.025,0.025,0.025,92714,106093,208,445,77
NY,0016,time_share,1.0,0.0,1.0,0.0,0.0,0.0,92714,106093,208,445,77
NY,0016,stability_share,0.0,0.25,0.375,0.0,0.0,0.375,91648,116756,204,417,71
NY,0016,stability_share,0.1,0.225,0.3375,0.058333333333333334,0.041666666666666664,0.3375,91648,116756,204,417,71
NY,0016,stability_share,0.2,0.2,0.3,0.11666666666666667,0.08333333333333333,0.3,91648,116756,204,417,71
NY,0016,stability_share,0.3,0.175,0.2625,0.175,0.125,0.2625,91648,116756,204,417,71
NY,0016,stability_share,0.4,0.15,0.225,0.23333333333333334,0.16666666666666666,0.225,93061,134183,198,431,72
NY,0016,stability_share,0.5,0.125,0.1875,0.2916666666666667,0.20833333333333334,0.1875,93061,134183,198,431,72
NY,0016,stability_share,0.6,0.1,0.15,0.35,0.25,0.15,93061,134183,198,431,72
NY,0016,stability_share,0.7,0.075,0.1125,0.4083333333333333,0.2916666666666667,0.1125,93061,134183,198,431,72
NY,0016,stability_share,0.8,0.05,0.075,0.4666666666666667,0.3333333333333333,0.075,93061,134183,198,431,72
NY,0016,stability_share,0.9,0.025,0.0375,0.525,0.375,0.0375,93061,134183,198,431,72
NY,0016,stability_share,1.0,0.0,0.0,0.5833333333333334,0.4166666666666667,0.0,93061,134183,198,431,72
NY,0017,time_share,0.0,0.25,0.0,0.25,0.25,0.25,285771,389004,518,1089,184
NY,0017,time_share,0.1,0.225,0.1,0.225,0.225,0.225,285771,389004,518,1089,184
NY,0017,time_share,0.2,0.2,0.2,0.2,0.2,0.2,285771,389004,518,1089,184
NY,0017,time_share,0.3,0.175,0.3,0.175,0.175,0.175,283129,382399,526,1101,186
NY,0017,time_share,0.4,0.15,0.4,0.15,0.15,0.15,283426,378884,530,1103,187
NY,0017,time_share,0.5,0.125,0.5,0.125,0.125,0.125,283322,378624,532,1103,187
NY,0017,time_share,0.6,0.1,0.6,0.1,0.1,0.1,283322,378624,532,1103,187
NY,0017,time_share,0.7,0.075,0.7,0.075,0.075,0.075,283322,378624,532,1103,187
NY,0017,time_share,0.8,0.05,0.8,0.05,0.05,0.05,283322,378624,532,1103,187
NY,0017,time_share,0.9,0.025,0.9,0.025,0.025,0.025,283322,378624,532,1103,187
NY,0017,time_share,1.0,0.0,1.0,0.0,0.0,0.0,288267,375766,572,1169,198
NY,0017,stability_share,0.0,0.25,0.375,0.0,0.0,0.375,283129,382399,526,1101,186
NY,0017,stability_share,0.1,0.225,0.3375,0.058333333333333334,0.041666666666666664,0.3375,283129,382399,526,1101,186
NY,0017,stability_share,0.2,0.2,0.3,0.11666666666666667,0.08333333333333333,0.3,283129,382399,526,1101,186
NY,0017,stability_share,0.3,0.175,0.2625,0.175,0.125,0.2625,285771,389004,518,1089,184
NY,0017,stability_share,0.4,0.15,0.225,0.23333333333333334,0.16666666666666666,0.225,285771,389004,518,1089,184
NY,0017,stability_share,0.5,0.125,0.1875,0.2916666666666667,0.20833333333333334,0.1875,285771,389004,518,1089,184
NY,0017,stability_share,0.6,0.1,0.15,0.35,0.25,0.15,285771,389004,518,1089,184
NY,0017,stability_share,0.7,0.075,0.1125,0.4083333333333333,0.2916666666666667,0.1125,285771,389004,518,1089,184
NY,0017,stability_share,0.8,0.05,0.075,0.4666666666666667,0.3333333333333333,0.075,285771,389004,518,1089,184
NY,0017,stability_share,0.9,0.025,0.0375,0.525,0.375,0.0375,285771,389004,518,1089,184
NY,0017,stability_share,1.0,0.0,0.0,0.5833333333333334,0.4166666666666667,0.0,309597,713920,410,1197,183
NY,0018,time_share,0.0,0.25,0.0,0.25,0.25,0.25,256631,484767,506,937,156
NY,0018,time_share,0.1,0.225,0.1,0.225,0.225,0.225,256631,484767,506,937,156
NY,0018,time_share,0.2,0.2,0.2,0.2,0.2,0.2,256631,484767,506,937,156
NY,0018,time_share,0.3,0.175,0.3,0.175,0.175,0.175,256631,484767,506,937,156
NY,0018,time_share,0.4,0.15,0.4,0.15,0.15,0.15,256631,484767,506,937,156
NY,0018,time_share,0.5,0.125,0.5,0.125,0.125,0.125,255422,464111,564,953,162
NY,0018,time_share,0.6,0.1,0.6,0.1,0.1,0.1,259448,444014,576,977,167
NY,0018,time_share,0.7,0.075,0.7,0.075,0.075,0.075,259448,444014,576,977,167
NY,0018,time_share,0.8,0.05,0.8,0.05,0.05,0.05,264249,434667,572,1015,172
NY,0018,time_share,0.9,0.025,0.9,0.025,0.025,0.025,264249,434667,572,1015,172
NY,0018,time_share,1.0,0.0,1.0,0.0,0.0,0.0,264174,434592,580,1019,173
NY,0018,stability_share,0.0,0.25,0.375,0.0,0.0,0.375,256631,484767,506,937,156
NY,0018,stability_share,0.1,0.225,0.3375,0.058333333333333334,0.041666666666666664,0.3375,256631,484767,506,937,156
NY,0018,stability_share,0.2,0.2,0.3,0.11666666666666667,0.08333333333333333,0.3,256631,484767,506,937,156
NY,0018,stability_share,0.3,0.175,0.2625,0.175,0.125,0.2625,256631,484767,506,937,156
NY,0018,stability_share,0.4,0.15,0.225,0.23333333333333334,0.16666666666666666,0.225,256631,484767,506,937,156
NY,0018,stability_share,0.5,0.125,0.1875,0.2916666666666667,0.20833333333333334,0.1875,256631,484767,506,937,156
NY,0018,stability_share,0.6,0.1,0.15,0.35,0.25,0.15,256631,484767,506,937,156
NY,0018,stability_share,0.7,0.075,0.1125,0.4083333333333333,0.2916666666666667,0.1125,256631,484767,506,937,156
NY,0018,stability_share,0.8,0.05,0.075,0.4666666666666667,0.3333333333333333,0.075,256631,484767,506,937,156
NY,0018,stability_share,0.9,0.025,0.0375,0.525,0.375,0.0375,256631,484767,506,937,156
NY,0018,stability_share,1.0,0.0,0.0,0.5833333333333334,0.4166666666666667,0.0,256631,484767,506,937,156
NY,0019,time_share,0.0,0.25,0.0,0.25,0.25,0.25,388467,504205,748,1165,209
NY,0019,time_share,0.1,0.225,0.1,0.225,0.225,0.225,388467,504205,748,1165,209
NY,0019,time_share,0.2,0.2,0.2,0.2,0.2,0.2,388467,504205,748,1165,209
NY,0019,time_share,0.3,0.175,0.3,0.175,0.175,0.175,388467,504205,748,1165,209
NY,0019,time_share,0.4,0.15,0.4,0.15,0.15,0.15,388467,504205,748,1165,209
NY,0019,time_share,0.5,0.125,0.5,0.125,0.125,0.125,389685,498285,738,1179,213
NY,0019,time_share,0.6,0.1,0.6,0.1,0.1,0.1,389685,498285,738,1179,213
NY,0019,time_share,0.7,0.075,0.7,0.075,0.075,0.075,389685,498285,738,1179,213
NY,0019,time_share,0.8,0.05,0.8,0.05,0.05,0.05,389685,498285,738,1179,213
NY,0019,time_share,0.9,0.025,0.9,0.025,0.025,0.025,384304,496658,778,1223,219
NY,0019,time_share,1.0,0.0,1.0,0.0,0.0,0.0,384272,496626,784,1233,221
NY,0019,stability_share,0.0,0.25,0.375,0.0,0.0,0.375,388467,504205,748,1165,209
NY,0019,stability_share,0.1,0.225,0.3375,0.058333333333333334,0.041666666666666664,0.3375,388467,504205,748,1165,209
NY,0019,stability_share,0.2,0.2,0.3,0.11666666666666667,0.08333333333333333,0.3,388467,504205,748,1165,209
NY,0019,stability_share,0.3,0.175,0.2625,0.175,0.125,0.2625,388467,504205,748,1165,209
NY,0019,stability_share,0.4,0.15,0.225,0.23333333333333334,0.16666666666666666,0.225,388467,504205,748,1165,209
NY,0019,stability_share,0.5,0.125,0.1875,0.2916666666666667,0.20833333333333334,0.1875,388467,504205,748,1165,209
NY,0019,stability_share,0.6,0.1,0.15,0.35,0.25,0.15,388467,504205,748,1165,209
NY,0019,stability_share,0.7,0.075,0.1125,0.4083333333333333,0.2916666666666667,0.1125,377244,560480,630,1289,226
NY,0019,stability_share,0.8,0.05,0.075,0.4666666666666667,0.3333333333333333,0.075,377244,560480,630,1289,226
NY,0019,stability_share,0.9,0.025,0.0375,0.525,0.375,0.0375,377244,560480,630,1289,226
NY,0019,stability_share,1.0,0.0,0.0,0.5833333333333334,0.4166666666666667,0.0,377244,560480,630,1289,226
NY,0020,time_share,0.0,0.25,0.0,0.25,0.25,0.25,223983,559939,660,973,153
NY,0020,time_share,0.1,0.225,0.1,0.225,0.225,0.225,223983,559939,660,973,153
NY,0020,time_share,0.2,0.2,0.2,0.2,0.2,0.2,240196,533781,570,967,148
NY,0020,time_share,0.3,0.175,0.3,0.175,0.175,0.175,240196,533781,570,967,148
NY,0020,time_share,0.4,0.15,0.4,0.15,0.15,0.15,265666,347336,564,1129,184
